Codigo,Entidad,Nombre Fantasia,Comuna,Longitud,Latitud
94565,Fullcarga,ERBI - SAN PABLO,Lo Prado,-70.71567707841366,-33.44301836204062
94567,Fullcarga,ERBI - LA CISTERNA,La Cisterna,-70.66175811665259,-33.5286061412902
94570,Fullcarga,LAS CARMELITAS,Recoleta,-70.64353737,-33.40827559
94571,Fullcarga,ANGELITO  ,Ñuñoa,-70.61721062583872,-33.468534686134554
94587,Fullcarga,NELIDA,Puente Alto,-70.600722283035,-33.589863228519
94591,Fullcarga,EL GRIFO,Recoleta,-70.62947732787721,-33.4062642122019
94593,Fullcarga,PERLA,Ñuñoa,-70.59602002671156,-33.45530495788443
94596,Fullcarga,LAS CUATRO JEHOVA,Conchali,-70.67426620540171,-33.3923768595719
94599,Fullcarga,DONDE EL PABLO,Puente Alto,-70.6225630313095,-33.6143435875552
94604,Fullcarga,RAQUEL MORA,Vitacura,-70.598737,-33.406128
94613,Fullcarga,FABIOLA,Puente Alto,-70.5766545402299,-33.565962068965504
94725,Fullcarga,FORESTAL,Conchali,-70.69311777,-33.36773388
94727,Fullcarga,E OASIS,La Reina,-70.5685283333333,-33.4532227083333
94728,Fullcarga,CAROLINA,Maipu,-70.79061,-33.5119416666667
94730,Fullcarga,CYBERNAUTA,Maipu,-70.75494797823949,-33.511431762415015
94738,Fullcarga,EBEN EZER,La Pintana,-70.65707964072055,-33.57937594312784
94739,Fullcarga,YESSICA,Pudahuel,-70.76450387561134,-33.4467505814238
94745,Fullcarga,BELEN,Cerro Navia,-70.7315811904762,-33.427846666666696
94752,Fullcarga,PATRICIA,Puente Alto,-70.6191159975853,-33.6148645869472
94753,Fullcarga,CRISTOBAL,San Bernardo,-70.7017858333333,-33.5661886111111
94759,Fullcarga,DONDE LA KATITA,Peñalolen,-70.5627606944444,-33.4712785648148
94766,Fullcarga,PATRICIA,Estacion Central,-70.68473127,-33.47549062
94768,Fullcarga,ELSA  ,Santiago,-70.66232758,-33.45671274
94773,Fullcarga,BERNARDITA,San Bernardo,-70.70545125799887,-33.61601412187596
94774,Fullcarga,EL MAX,La Pintana,-70.61865757899992,-33.5620114059999
94775,Fullcarga,ALEDANY,San Bernardo,-70.69451453,-33.6104006
94782,Fullcarga,M Y R,Recoleta,-70.62645004924029,-33.3959386847997
94803,Fullcarga,TIENDA UPA!-SHELL  (F.195),San Ramon,-70.6362346621476,-33.542430711350306
94901,Fullcarga,SAN DANIEL,Lo Espejo,-70.70050450000001,-33.517050666666606
94903,Fullcarga,LA MARITA,Quilicura,-70.72860221,-33.35150993
94904,Fullcarga,VANESSA,La Reina,-70.5548712565123,-33.4451441077141
94913,Fullcarga,ALMACEN,El Bosque,-70.65942340063367,-33.569180714785446
94914,Fullcarga,CASIMILA,La Pintana,-70.63350628,-33.56513115
94919,Fullcarga,AMERICAN,Las Condes,-70.60417160697371,-33.4128032899123
94923,Fullcarga,DON BOSCO,Santiago,-70.63259874,-33.45146932
94945,Fullcarga,ARCELISA,Santiago,-70.6780497579839,-33.446286518471396
94946,Fullcarga,D ALEXSANDER,Santiago,-70.67569718,-33.43802686
94964,Fullcarga,LAS 5 DELICIAS,Puente Alto,-70.62553424,-33.62554286
94968,Fullcarga,ANNABELLA (C),La Pintana,-70.65456600753697,-33.574990753679984
94970,Fullcarga,JORGE (C),Quilicura,-70.720501,-33.368660999999996
94971,Fullcarga,GEMA (C),Quilicura,-70.7499609060602,-33.364804103555
94972,Fullcarga,SANDRA (C),Cerro Navia,-70.7453370689655,-33.414991034482796
94973,Fullcarga,COMERCIALIZADORA (C),San Bernardo,-70.68470939364757,-33.59787434260488
94986,Fullcarga,DONDE PABLITO,San Bernardo,-70.70287979999999,-33.612382700000005
94991,Fullcarga,EBEN EZER  ,Cerrillos,-70.7138848229167,-33.4927958020833
94993,Fullcarga,CHRISTOPHER,La Pintana,-70.6395861468657,-33.5856692013677
94995,Fullcarga,EL NOGAL 7,Cerro Navia,-70.7612928349999,-33.451420119
95012,Fullcarga,NICOL,La Granja,-70.61767516393441,-33.5190765573771
95013,Fullcarga,JOCELIN,San Ramon,-70.6453173529412,-33.5210934313725
95015,Fullcarga,JUANA  ,Pudahuel,-70.77222500420605,-33.42862950003115
95021,Fullcarga,MARCELA,Macul,-70.59022664,-33.48586218
95025,Fullcarga,UNO MAS  DOS,Independencia,-70.67118083333341,-33.4012233333333
95026,Fullcarga,LA FERIA,Conchali,-70.6807542,-33.37908494
95027,Fullcarga,JUAN CARLOS,Conchali,-70.6673558333333,-33.3797246666667
95035,Fullcarga,DON JULIO,Quinta Normal,-70.71552334,-33.43481351
95036,Fullcarga,CHITO PLASMA,Cerro Navia,-70.7449318666667,-33.415193666666696
95037,Fullcarga,HACIA EL FUTURO,Huechuraba,-70.68877812,-33.35767931
95050,Fullcarga,ANDRES,Cerro Navia,-70.7569794565217,-33.419658442029
95056,Fullcarga,JANAOS,Lo Prado,-70.7235364036257,-33.4389732194737
95059,Fullcarga,JOSE,Cerro Navia,-70.7476926,-33.41727621
95073,Fullcarga,SHALOM,Estacion Central,-70.6887132575758,-33.4664429545454
95075,Fullcarga,MARIO  ,La Pintana,-70.64328995,-33.56402466
95076,Fullcarga,BETO,Pedro Aguirre Cerda,-70.6681429475552,-33.4963926550071
95080,Fullcarga,SANTA MARIA ,Maipu,-70.77712499,-33.50317623
95082,Fullcarga,LA ESKINA,La Cisterna,-70.658904137931,-33.5298178160919
95083,Fullcarga,LA ESPIGA DE ORO,Puente Alto,-70.56467079097935,-33.58851213942699
95086,Fullcarga,EDUARDO DE LAS FLORES,La Reina,-70.54332842006141,-33.440649919895
95109,Fullcarga,KARINA,Santiago,-70.6719795238095,-33.457951944444396
95111,Fullcarga,SOL DEL CIELO,La Florida,-70.6053139632547,-33.56094543926276
95113,Fullcarga,IVAL,San Bernardo,-70.6735581988875,-33.5977715659311
95118,Fullcarga,GABY,Maipu,-70.7644313,-33.4983457
95119,Fullcarga,EL TOPE,Maipu,-70.76628584670947,-33.509539933811304
95120,Fullcarga,SAN SEBASTIAN,Maipu,-70.7710535922084,-33.5157440036347
95121,Fullcarga,MARTITA,Maipu,-70.765008,-33.52518654
95122,Fullcarga,LAS ARANDELAS ,Renca,-70.6850593790849,-33.4171459150327
95123,Fullcarga,SNOOPY,El Bosque,-70.67357565,-33.57722838
95152,Fullcarga,SAN GUILLERMO,Maipu,-70.77526866200459,-33.5364704358974
95153,Fullcarga,XD MARKET,La Pintana,-70.6232653703704,-33.561347592592604
95158,Fullcarga,COMERCIAL SAVAN E RM,Peñalolen,-70.53895839,-33.4723075
95160,Fullcarga,DONDE CALISTO,La Cisterna,-70.66706023174409,-33.545628790636
95162,Fullcarga,DE LAS CARTERAS,Lo Espejo,-70.67686773875306,-33.51425492422021
95163,Fullcarga,FLORES HERMANOS,Lo Prado,-70.723683230335,-33.439084462684804
95173,Fullcarga,DIANIT,Las Condes,-70.53567474172691,-33.413833794001626
95179,Fullcarga,CONTINENTAL EXPRESS,Santiago,-70.65354798,-33.43657478
95186,Fullcarga,EL MERCADITO  ,Quinta Normal,-70.69919962962959,-33.417659814814805
95190,Fullcarga,TOMASITO,La Pintana,-70.66042601851849,-33.5836764814815
95202,Fullcarga,EL FAROLITO,San Bernardo,-70.7001502,-33.6133847333333
95205,Fullcarga,EL BOLICHE,San Ramon,-70.63465808,-33.55676365
95222,Fullcarga,JOSE ANDRES FARIAS LLANCA,Pudahuel,-70.7530653508772,-33.4602021052631
95229,Fullcarga,EL NANO,La Pintana,-70.63852052,-33.57953411
95241,Fullcarga,RAVERA,Huechuraba,-70.63490146,-33.36895319
95244,Fullcarga,CASTILLO MARKET,Santiago,-70.67393114,-33.431563
95260,Fullcarga,KIOSKO,Santiago,-70.64714386,-33.43848147
95261,Fullcarga,TODO MARKET,Santiago,-70.6405421091348,-33.449428370766896
95263,Fullcarga,KIOSCO,Cerrillos,-70.71542486,-33.49935817
95264,Fullcarga,COMERCIAL RAVOL LTDA,Pedro Aguirre Cerda,-70.6762789146853,-33.5022086034965
95265,Fullcarga,ANGELA,Maipu,-70.73185244,-33.47729581
95266,Fullcarga,BICHITOS,La Florida,-70.60220732,-33.55414994
95268,Fullcarga,TOPACIO,La Florida,-70.6093694318182,-33.5602034469697
95269,Fullcarga,JACQUELINE  ,La Pintana,-70.6411179732696,-33.5631785125286
95270,Fullcarga,EL GATO,El Bosque,-70.69011849506664,-33.54983803888488
95272,Fullcarga,KATITA,El Bosque,-70.69953833333331,-33.570645
95280,Fullcarga,INTERNET SAN LUIS LIMITADA,Peñalolen,-70.57788124,-33.50619118
95281,Fullcarga,CAVANET,Santiago,-70.6412564,-33.44741175
95283,Fullcarga,DON TITO,Pudahuel,-70.7452286315553,-33.4426971440904
95284,Fullcarga,LA HERRADURA,Lo Prado,-70.71067439739471,-33.4406833033806
95287,Fullcarga,LA ESQUINA,Conchali,-70.6916308828125,-33.3675292820313
95289,Fullcarga,OMAR NAVARRETE CURTI,San Joaquin,-70.62815865771317,-33.50020915871489
95292,Fullcarga,KIOSKO,Maipu,-70.79717368711309,-33.5150926244978
95293,Fullcarga,"BOTILLERIA ""ONUCHA""",La Pintana,-70.63178533,-33.56114392
95294,Fullcarga,TOMASITO DOS,La Pintana,-70.66063028911776,-33.581341025069605
95295,Fullcarga,EL CHICHO,Pudahuel,-70.7695843041352,-33.431078357267104
95297,Fullcarga,PILAR,Pedro Aguirre Cerda,-70.67812025,-33.48314876
95298,Fullcarga,BOTILLERIA NATY,Pedro Aguirre Cerda,-70.67444013,-33.48643613
95301,Fullcarga,YELENA,Pedro Aguirre Cerda,-70.65835549,-33.47873096
95310,Fullcarga,DONDE MANOLO,Estacion Central,-70.7003316666667,-33.474495000000005
95313,Fullcarga,BAZAR DON CARLOS,San Bernardo,-70.67835475396829,-33.5910293700397
95314,Fullcarga,LA MOTO,La Pintana,-70.63482424,-33.57755718
95333,Fullcarga,BARON,Conchali,-70.68644179,-33.38275309
95334,Fullcarga,BELEN Y JAIN,Estacion Central,-70.69382223989727,-33.449120642726434
95335,Fullcarga,FARMACIAS ESPOZ S.A.,Quinta Normal,-70.69092161379886,-33.438094874399425
95336,Fullcarga,EL PULPITO,La Granja,-70.63141344,-33.51948249
95337,Fullcarga,LI-LI,Colina,-70.6654263636363,-33.1915986363636
95342,Fullcarga,D TECNO OFFICE,Estacion Central,-70.68023854920759,-33.4530185978552
95343,Fullcarga,BAZAR ESPERANZA,Cerro Navia,-70.72211121,-33.41375932
95350,Fullcarga,BAZAR NANY,Cerro Navia,-70.7473623684211,-33.4274357894737
95351,Fullcarga,MINIMARKET,Santiago,-70.67652290000001,-33.4667288333333
95355,Fullcarga,RICARGO EDGAR FAURE,Pedro Aguirre Cerda,-70.6741440625,-33.5040322395833
95364,Fullcarga,J Y E,Conchali,-70.66719965811971,-33.3956945298291
95399,Fullcarga,DANY,Santiago,-70.674304,-33.42926
95400,Fullcarga,EBEN EZER,Puente Alto,-70.6035183333,-33.5919316667
95402,Fullcarga,DANNY,La Pintana,-70.61744769375714,-33.594417746778035
95414,Fullcarga,JEREMY,Pudahuel,-70.76735859841557,-33.436652028295676
95415,Fullcarga,EL BICHO,Peñalolen,-70.569786875,-33.50736916666661
95431,Fullcarga,EL PARRON,La Pintana,-70.6379079250905,-33.5600359371321
95435,Fullcarga,COMERCIAL LUNITA,Peñalolen,-70.54059955974286,-33.4717331599447
95439,Fullcarga,IVONNE,Pedro Aguirre Cerda,-70.66338984018259,-33.4801869634703
95463,Fullcarga,ALMACEN ROSITA,Pudahuel,-70.74699840000001,-33.43080065
95464,Fullcarga,IVAN-JOR,San Joaquin,-70.63062824,-33.48682004
95465,Fullcarga,CARNICERIA ALEX,San Joaquin,-70.62593325080621,-33.5118394064499
95491,Fullcarga,CLAUDIO ELESTOR SEPULVEDA GOMEZ,La Pintana,-70.6544742133605,-33.575003120738806
95494,Fullcarga,DON PEPE,La Pintana,-70.65663882,-33.57801553
95495,Fullcarga,MINIMERCADO 21 DE MAYO,La Pintana,-70.65618237938214,-33.575628382930304
95496,Fullcarga,GUILLERMO LOPEZ GAUNA,Santiago,-70.64983254734999,-33.44393061323379
95498,Fullcarga,JOHANNA,San Bernardo,-70.70720748,-33.55792899
95508,Fullcarga,LA NONA,San Bernardo,-70.69953976,-33.58979003
95512,Fullcarga,ALONDRITA,Renca,-70.72087655,-33.40273037
95522,Fullcarga,PAZ MARIA YEOMANS LOPEZ,Santiago,-70.6417069141914,-33.4622105940594
95537,Fullcarga,LA CASCADA,Maipu,-70.78274467980528,-33.53105536849281
95550,Fullcarga,BOTILLERIA EL FLACO,Cerro Navia,-70.72299546,-33.42161203
95551,Fullcarga,ALMENDRAL,Pudahuel,-70.7573452889571,-33.439354672244704
95553,Fullcarga,CRISTOBAL,Renca,-70.74006887225708,-33.4005049005553
95554,Fullcarga,PEDRO HENRRIQUE GARRIDO HERNANDEZ,Independencia,-70.6768634523809,-33.403382380952394
95563,Fullcarga,S Y S,Quinta Normal,-70.7163834368786,-33.413123911949604
95565,Fullcarga,FLORENCIA,San Joaquin,-70.6372575010083,-33.4924740860052
95567,Fullcarga,EDUVIJES DEL CARMEN RIVAS ECHEVERRIA ,Renca,-70.72901367346941,-33.4098754421769
95570,Fullcarga,CYBER,Quilicura,-70.745758,-33.362071
95578,Fullcarga,TABAQUERIA,Santiago,-70.65194927966759,-33.4417675182252
95580,Fullcarga,JUEGOS DE AZAR,Santiago,-70.6525047564029,-33.4344219555553
95594,Fullcarga,ALMACEN RODRIGO (C),Santiago,-70.636958516421,-33.4561376217105
95846,Fullcarga,EL FABBI,San Joaquin,-70.6379984256543,-33.477142383672145
95849,Fullcarga,DONDE EL EZE,Quilicura,-70.74491756260947,-33.36107999375082
95851,Fullcarga,LA NEGRA,San Bernardo,-70.70812018518521,-33.561313580246896
95859,Fullcarga,EL PINAR,San Joaquin,-70.62563344435151,-33.494074564787695
95862,Fullcarga,GASPAR,Ñuñoa,-70.61723466,-33.45319331
95863,Fullcarga,ISOLINA RAMIREZ SOTO,Ñuñoa,-70.586345,-33.468878000000004
95874,Fullcarga,ARMANDO ANTONIO QUIÑINAO ÑANCUPAN,Peñalolen,-70.57112,-33.47053813
95881,Fullcarga,MINIMARKET,La Cisterna,-70.68159768743456,-33.54065044050471
95884,Fullcarga,LOS CIPRESES,Quilicura,-70.75122386,-33.36875392
95886,Fullcarga,PRODUCTOS A4,Independencia,-70.65868839743591,-33.4168012179487
95893,Fullcarga,ALMACEN DONDE MATIAS,Peñalolen,-70.5607240057429,-33.4769881711113
95894,Fullcarga,ALMACEN KRISHNNA,Peñalolen,-70.5583229919567,-33.4691575365511
95898,Fullcarga,MARISOL PEZOA ARANGUIZ (C),Ñuñoa,-70.59927062,-33.45454936
95899,Fullcarga,ROXANA LORENA BASILIO HILARIO (C),Santiago,-70.64732233,-33.46131597
95904,Fullcarga,SUSANA SILVA PALMA (C),Quinta Normal,-70.7089901285838,-33.427700954770735
95905,Fullcarga,DIEGO NET@ (C),Estacion Central,-70.696206262892,-33.455378791017
95910,Fullcarga,KATIA POLO MORILLOS (C),Conchali,-70.670638,-33.389288
95911,Fullcarga,JOANANNA Y JOSE (C),Pedro Aguirre Cerda,-70.67993919999999,-33.48814017
95914,Fullcarga,MONICA CESPEDES OTAROLA (C),Peñalolen,-70.53499683,-33.47332007
95918,Fullcarga, MARCOS BAEZ SEPULVEDA (C),Conchali,-70.66877172,-33.39212944
95919,Fullcarga,LUIS ROJAS JAQUE (C),Maipu,-70.76916666666669,-33.504455
95920,Fullcarga,LUIS ROJAS JAQUE (C),Maipu,-70.79070505555549,-33.510773055555504
95930,Fullcarga,SEBASTIAN,San Bernardo,-70.7073267046161,-33.5718020094332
95935,Fullcarga,MARIA JARA VEJAR,Vitacura,-70.58128328421127,-33.39255266828206
95937,Fullcarga,CARLOS ALBERTO CAMPOS BRAVO,Macul,-70.595848,-33.502720000000004
95938,Fullcarga,Gladys Llerme Mori  Amacifuem,Quinta Normal,-70.7021110893658,-33.440104373221196
95940,Fullcarga,IQUIQUE,Pudahuel,-70.754994768757,-33.4331918610256
95941,Fullcarga,INES LEIVA SILVA,Lo Prado,-70.72193100000001,-33.45186193
95942,Fullcarga,LOS LOPEZ,Lo Prado,-70.71486802,-33.45105205
95947,Fullcarga,ANAKAREN,Pudahuel,-70.7609064795761,-33.434590650111296
95950,Fullcarga,JUAN,Renca,-70.7169767583333,-33.40849125
95954,Fullcarga,EBEN EZER ,Pedro Aguirre Cerda,-70.6758802014389,-33.493158010068896
95956,Fullcarga,PATRICIO ANTONIO RETAMAL JARA,La Granja,-70.61796805,-33.55077548
95957,Fullcarga,EL MEZON,La Florida,-70.5791437614142,-33.5176587313772
95962,Fullcarga,LA MAMY,Peñalolen,-70.54429507,-33.47007461
95966,Fullcarga,FULL MARKET,San Bernardo,-70.679264,-33.595732
95970,Fullcarga,JUANA CALCUMIL REYES,Pedro Aguirre Cerda,-70.6608202835417,-33.4839164594792
95972,Fullcarga,JAIMITO,Pedro Aguirre Cerda,-70.66062599,-33.48198304
95973,Fullcarga,MIREYA DEL CARMEN NAVARRETE SEPULVEDA,La Granja,-70.61746606,-33.51866623
95980,Fullcarga,EL SABADO,La Reina,-70.5368377525653,-33.455937027462895
95983,Fullcarga,ABASTO LARRAIN,La Reina,-70.55984762282799,-33.45248458227149
95985,Fullcarga,LA CHASCONA (C),La Florida,-70.56579833,-33.532559899999995
95989,Fullcarga,el tomecino,La Florida,-70.5665069629873,-33.51916291129061
96002,Fullcarga,JUAN CARLOS MILLAN SEPULVEDA,Conchali,-70.66992991584141,-33.3838405039634
96015,Fullcarga,YAYU,Pudahuel,-70.762627,-33.459843
96025,Fullcarga,KELLY,Puente Alto,-70.59018456947341,-33.6068797940112
96037,Fullcarga,5 ESTRELLAS,Peñalolen,-70.58312834094,-33.5101684310237
96039,Fullcarga,ALANYS Y RANDY,Santiago,-70.65506987,-33.4604995
96093,Fullcarga,TIENDA UPA!-SHELL  (F.592),San Bernardo,-70.54030559970627,-33.60956509020484
96103,Fullcarga,CARMEN ANDREA JEREZ MATURANA (C),San Joaquin,-70.6405276872281,-33.4860885587523
96166,Fullcarga,BUENA SEMILLA,Quilicura,-70.7232343915028,-33.3663741823937
96169,Fullcarga,CAMY,Maipu,-70.760154431494,-33.5472756395186
96185,Fullcarga,ANMAROAN,San Ramon,-70.6344911035083,-33.5396183188376
96209,Fullcarga,EL ORIENTE,San Bernardo,-70.6891041517015,-33.60125104765467
96225,Fullcarga,COMERCIAL ENTRETENIMIENTOS SMR SPA (S),Conchali,-70.6717149780825,-33.3852534113119
96226,Fullcarga,COMERCIAL ENTRETENIMIENTOS SMR SPA,Maipu,-70.75468253335998,-33.46987305247632
96322,Fullcarga,TIENDA UPA!-SHELL  (F.187),Maipu,-70.7555581961273,-33.5200234575053
96329,Fullcarga,FLOR DE MARIA,Lo Prado,-70.73639127259159,-33.4439535320286
96331,Fullcarga,FLORITA,Macul,-70.59917792672945,-33.484367579315766
96339,Fullcarga,MANUEL MUÑOZ FAMBUENA,Santiago,-70.63891998040276,-33.439327895421954
96434,Fullcarga,MARIA BENAVENTE,Lo Prado,-70.72431082162942,-33.4443427402471
96439,Fullcarga,EL GALLO,Quinta Normal,-70.70852112,-33.41334409
96442,Fullcarga,LA LIMEÑITA,Santiago,-70.646927,-33.4675095
96465,Fullcarga,SOC. COMERCIAL BELMAR Y ROJAS LTDA,Macul,-70.60413948329479,-33.4792476303853
96467,Fullcarga,EL CASTILLO,El Bosque,-70.67016051239791,-33.5719903427839
96470,Fullcarga,MARIO ENRIQUE DAVILA VEGA,Lo Barnechea,-70.5094028104886,-33.365301053758934
96505,Fullcarga,BELEN,La Florida,-70.60468381,-33.54155528
96559,Fullcarga,CAAN GOOL CRIS,La Pintana,-70.61570642399991,-33.4386700269999
96605,Fullcarga,SHALOM,Santiago,-70.632621579,-33.448232308
96613,Fullcarga,PATITO,La Florida,-70.58433391234709,-33.5195317340146
96616,Fullcarga,LOS HERMANOS,Puente Alto,-70.55372833239282,-33.56122319366451
96658,Fullcarga,EL EMPORIO VERDE LIMITADA,Huechuraba,-70.63915984039858,-33.378153042228625
96659,Fullcarga,ANGIE,Recoleta,-70.645812452,-33.4013421169999
96668,Fullcarga,DN FRANCIS,Santiago,-70.64568230895709,-33.4465405779838
96669,Fullcarga,DON AARON,La Granja,-70.6278690947482,-33.5324308232004
96677,Fullcarga,EL GLOTON (C),Cerro Navia,-70.7192508,-33.4254086666667
96684,Fullcarga,YERKO,San Bernardo,-70.70184164,-33.62452796
96699,Fullcarga,RODRIGO,Cerrillos,-70.731358,-33.500772
96700,Fullcarga,CAMILA,Santiago,-70.67585854,-33.43980263
96701,Fullcarga,SAJOWALDANA,Recoleta,-70.65367916,-33.38735244
96760,Fullcarga,JUMBITO,Independencia,-70.674970957958,-33.4018195590362
96844,Fullcarga,DONDE LA ANY,Puente Alto,-70.56330159709286,-33.6053405652853
96845,Fullcarga,CIBERNAUTA.NET,Quinta Normal,-70.6969399,-33.41744203
96846,Fullcarga,LOS NEGRITOS,Las Condes,-70.5357133009326,-33.417317398393806
96870,Fullcarga,EL MORRA,Maipu,-70.82635198514276,-33.51264154089713
96877,Fullcarga,ROCKY,Maipu,-70.79034128763429,-33.5090519019613
96878,Fullcarga,LA ESQUINA,Cerro Navia,-70.74056458,-33.43387324
96879,Fullcarga,MINIMARKET PEPE,Cerro Navia,-70.73978227,-33.42967403
96954,Fullcarga,POLLA Y LOTERIA,Santiago,-70.65159745758442,-33.44440126181773
96956,Fullcarga,EVELYN,Maipu,-70.7849087241558,-33.5131646611516
96957,Fullcarga,SHAGUITO,Maipu,-70.79228056118521,-33.5033106807271
96959,Fullcarga,BRASIL,Maipu,-70.7942313543916,-33.5217457451794
96975,Fullcarga,LA NENITA,Puente Alto,-70.6287750515853,-33.6286042540971
96976,Fullcarga, SUPERIOR,Puente Alto,-70.61641594444441,-33.6319415555556
96977,Fullcarga,JUAN Y XIMENA,Renca,-70.6961641786705,-33.387061912950394
96987,Fullcarga,BAMBI,Renca,-70.7312546455655,-33.4076486072659
96993,Fullcarga,LA JOVY,Puente Alto,-70.5899136519204,-33.585488891496
97016,Fullcarga,LA ESQUINA,Puente Alto,-70.612549,-33.625496000000005
97018,Fullcarga,ZONA TABACOS,Huechuraba,-70.638779,-33.37891
97021,Fullcarga,FAMILIA DE ISAI,Huechuraba,-70.6297366091954,-33.3665849425287
97040,Fullcarga,BAZAR DEYKA LTDA.,Puente Alto,-70.59181508277804,-33.58312680724285
97092,Fullcarga,BOTILLERIA LIBERTAD,Recoleta,-70.6365863533374,-33.4107141664366
97097,Fullcarga,DON KIKO,Peñalolen,-70.5609860124495,-33.47523697103
97103,Fullcarga,GENNESIS,Pudahuel,-70.7721425666667,-33.4292063888889
97110,Fullcarga,ALMACEN EL AÑE,San Bernardo,-70.6790369160933,-33.5939655804629
97133,Fullcarga,TRES HERMANOS,La Pintana,-70.62643891446275,-33.56405086062521
97136,Fullcarga,NALDO,Maipu,-70.78735023,-33.56312807
97137,Fullcarga,EL DIAMANTE,Maipu,-70.7668570767119,-33.528456399295806
97173,Fullcarga,LOS NONOS,Conchali,-70.65931712643679,-33.3865133908046
97198,Fullcarga,EL VECINO,La Pintana,-70.6521114159275,-33.5562578405923
97200,Fullcarga,VALESKA (C),Cerro Navia,-70.7352475806452,-33.4230383333333
97236,Fullcarga,NATALY,Independencia,-70.6725063868562,-33.4188345652822
97242,Fullcarga,LA CASA DEL VIAJE,Santiago,-70.65139865856959,-33.43725308536
97253,Fullcarga,FLORES HERMANOS,Recoleta,-70.6502750679161,-33.427065186076
97402,Fullcarga,ELECTRONICA ALEX,Cerro Navia,-70.7380079174467,-33.4295546017324
97406,Fullcarga,SANTA OLGA,Lo Espejo,-70.68547325759202,-33.50743292834772
97427,Fullcarga,ERICKO,Peñalolen,-70.5664934027778,-33.4809591319444
97443,Fullcarga,SERVICELL,Estacion Central,-70.68129,-33.451916
97480,Fullcarga,TIO RODY,Santiago,-70.67023112724286,-33.4707195961452
97481,Fullcarga,SAN ALBERTO,San Joaquin,-70.6225288256503,-33.509416044552104
97499,Fullcarga,MEME,Maipu,-70.7685985836055,-33.486741251342
97501,Fullcarga,SIN ENVIDIA,Lo Espejo,-70.698753,-33.526740999999994
97502,Fullcarga,DON PROMO,Maipu,-70.76129518365042,-33.54894461981895
97504,Fullcarga,CONCESIONRIA CASINO,Cerrillos,-70.7151915760932,-33.5280795551336
97506,Fullcarga,HASSMARKET,La Florida,-70.5706243,-33.5536703
97560,Fullcarga,TIA PATY,Puente Alto,-70.62287629634841,-33.6318766725662
97562,Fullcarga,BAYRON,La Pintana,-70.6210580555556,-33.5611238888889
97571,Fullcarga,KIOSCO ANITA,Ñuñoa,-70.61610011,-33.46246989
97572,Fullcarga,MUSTAFA,Quilicura,-70.7468316666667,-33.3698116666666
97593,Fullcarga,JEHOVAH YIREH,Renca,-70.74243743550001,-33.4089013076536
97637,Fullcarga,CHUNDO,Lo Espejo,-70.7013456666667,-33.529584333333304
97638,Fullcarga,IRMA,Maipu,-70.77009175,-33.51859671
97639,Fullcarga,EDUARDO,Maipu,-70.7910587962288,-33.53596966393
97641,Fullcarga,DOUGLAS,Maipu,-70.78674703845199,-33.511838976427605
97654,Fullcarga,DON RAUL,Macul,-70.59109649,-33.47780354
97660,Fullcarga,GETSEMANI,Santiago,-70.66084342165179,-33.4508863076677
97663,Fullcarga,KEVIN,San Bernardo,-70.69528979,-33.62425058
97667,Fullcarga,NIC-SJR,Maipu,-70.792372116642,-33.5257720982555
97668,Fullcarga,LAS CHINAS,Macul,-70.59172659,-33.49514123
97670,Fullcarga,DOÑA FLOR,Macul,-70.5892811182028,-33.4836122454076
97673,Fullcarga,SANTA GEMITA,Renca,-70.69968953111041,-33.3921604340047
97676,Fullcarga,GENESIS,Estacion Central,-70.69303460131412,-33.460851947566496
97679,Fullcarga,MI LOPEZ,Estacion Central,-70.68337911,-33.45700424
97681,Fullcarga,LA PAZ DE SAN MARTIN,Cerrillos,-70.729275,-33.5027566666667
97684,Fullcarga,ESTABLECIMIENTOS MAURY,Cerrillos,-70.7141194805478,-33.499986696856496
97685,Fullcarga,DONDE CARLITOS,Cerrillos,-70.73099416,-33.50381743
97690,Fullcarga,MINIMARKET BLANCA,Independencia,-70.66308472723482,-33.40919577521927
97821,Fullcarga,ALMACEN SONIA,Independencia,-70.6572426430118,-33.4221368755316
97825,Fullcarga,ALMACEN PATRICIA,Independencia,-70.67019743000391,-33.421599980851
97828,Fullcarga,CENTRO DE INTERNET,Independencia,-70.6584240060352,-33.4129380094587
97831,Fullcarga,ALMACEN - BAZAR,Renca,-70.69259027,-33.40369721
97834,Fullcarga,ALMACEN LAS GEMELAS,Estacion Central,-70.7089923941571,-33.472362655053104
97836,Fullcarga,PLAZUELA EL NOGAL,Estacion Central,-70.69125638,-33.44561909
97845,Fullcarga,PATRICIA VILLAROEL GONZALEZ,Cerrillos,-70.72769455606529,-33.4980214364071
97847,Fullcarga,ALMACEN BOTILLERIA,Cerrillos,-70.7032955532407,-33.4846024027778
97848,Fullcarga,DON JUAN ,Cerrillos,-70.7249239790098,-33.4943396089389
97860,Fullcarga,TOMATITO,San Joaquin,-70.62935300000001,-33.514037
97861,Fullcarga,DIONE,Santiago,-70.67771772727271,-33.4439575757576
97863,Fullcarga,MANUEL,Maipu,-70.75181592,-33.50708833
97889,Fullcarga,PAOLA,Conchali,-70.659589819297,-33.3910200491289
97891,Fullcarga,DON PEPE,La Reina,-70.554600206,-33.430547228
97939,Fullcarga,EL 21 DE QUERI,Pudahuel,-70.74837475409038,-33.44757246588857
